,zpid,latlon,street,zipcode,city,state,bedrooms,bathrooms,finishedSqFt,yearBuilt,price,rent,tax.year,tax,hoa,lat,lon
2135,2103836468,"[""37.775398"",""-122.509559""]",4722 Balboa St APT 3,94121,San Francisco,CA,1,1,NA,UNKNOWN,1187700,2695,NA,UNKNOWN,500,37.775398,-122.509559
2136,2126852035,"[""37.775653"",""-122.495429""]",3401 Balboa St APT 3,94121,San Francisco,CA,1,1,NA,UNKNOWN,1187700,2775,NA,UNKNOWN,"500""zpid""",37.775653,-122.495429
2162,2122006627,"[""37.775669"",""-122.49488""]",3395 Balboa St APT 8,94121,San Francisco,CA,2,2,1025,UNKNOWN,1187700,4150,NA,UNKNOWN,"500""zpid""",37.775669,-122.49488
2326,2102348761,"[""37.78009"",""-122.5092""]",2671 El Camino Del Mar APT 3,94121,San Francisco,CA,1,1,850,1969,1187700,3400,NA,UNKNOWN,"500""zpid""",37.78009,-122.5092
2358,2118088553,"[""37.775653"",""-122.495429""]",3401 Balboa St APT 5,94121,San Francisco,CA,0,1,NA,UNKNOWN,1187700,2390,NA,UNKNOWN,500,37.775653,-122.495429
2399,2106014279,"[""37.775653"",""-122.495429""]",3401 Balboa St APT 1,94121,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1187700,2700,NA,UNKNOWN,500,37.775653,-122.495429
2400,2106950143,"[""37.775669"",""-122.49488""]",3395 Balboa St APT 1,94121,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1187700,2700,NA,UNKNOWN,"500""zpid""",37.775669,-122.49488
2473,15096191,"[""37.775741"",""-122.502151""]",4030 Balboa St APT 4,94121,San Francisco,CA,4,2,1572,1997,1187700,4500,NA,450382,500,37.775741,-122.502151
2474,53153344,"[""37.775723"",""-122.502235""]",4040 Balboa St APT 4,94121,San Francisco,CA,4,2,1445,1998,1187700,4500,NA,431780,500,37.775723,-122.502235
2476,122187320,"[""37.77584"",""-122.495701""]",3448 Balboa St # 4,94121,San Francisco,CA,3,1,1027,2011,1187700,3999,NA,491151,500,37.77584,-122.495701
2478,2105021910,"[""37.775661"",""-122.494873""]",3395 Balboa St APT 4,94121,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1187700,2700,NA,UNKNOWN,500,37.775661,-122.494873
2479,2112065650,"[""37.776131"",""-122.493586""]",3230 Balboa St APT 4,94121,San Francisco,CA,4,4,2689,1959,1187700,2995,NA,UNKNOWN,"500""zpid""",37.776131,-122.493586
2486,15096186,"[""37.77571"",""-122.50207""]",4020 Balboa St APT 2,94121,San Francisco,CA,3,2,1115,1997,1187700,4500,NA,366423,500,37.77571,-122.50207
2487,15096189,"[""37.775741"",""-122.502151""]",4030 Balboa St APT 2,94121,San Francisco,CA,2,1,711,1997,1187700,3750,NA,60039,500,37.775741,-122.502151
2488,53153343,"[""37.775723"",""-122.502235""]",4040 Balboa St APT 2,94121,San Francisco,CA,2,1,682,1998,1187700,3750,NA,485524,500,37.775723,-122.502235
2490,122064122,"[""37.77584"",""-122.495701""]",3448 Balboa St # 2,94121,San Francisco,CA,2,2,1357,2011,1187700,4200,NA,775184,500,37.77584,-122.495701
2491,2097338536,"[""37.776131"",""-122.493586""]",3230 Balboa St APT 2,94121,San Francisco,CA,1,1,670,UNKNOWN,1187700,UNKNOWN,NA,UNKNOWN,500,37.776131,-122.493586
2494,2111436431,"[""37.77581"",""-122.49543""]",3401 Balboa St APT 2,94121,San Francisco,CA,0,1,NA,UNKNOWN,1187700,5300,NA,UNKNOWN,500,37.77581,-122.49543
2495,2112389297,"[""37.775398"",""-122.509559""]",4722 Balboa St APT 2,94121,San Francisco,CA,1,1,NA,UNKNOWN,1187700,4000,NA,UNKNOWN,"500""zpid""",37.775398,-122.509559
2312,2101744196,"[""37.76961"",""-122.4307""]",460 Duboce Ave APT 4,94117,San Francisco,CA,1,1,NA,UNKNOWN,1202900,3100,NA,UNKNOWN,500,37.76961,-122.4307
1465,2117054497,"[""37.775382"",""-122.448196""]",17 Ashbury St APT 6,94117,San Francisco,CA,2,1,922,1925,1211900,4200,NA,UNKNOWN,500,37.775382,-122.448196
1467,15086244,"[""37.773164"",""-122.44788""]",241 Ashbury St # 3,94117,San Francisco,CA,UNKNOWN,3,5400,1907,1211900,6600,NA,2131925,500,37.773164,-122.44788
1471,2115845857,"[""37.77355"",""-122.447716""]",215 Ashbury St APT 3,94117,San Francisco,CA,1,1,NA,UNKNOWN,1211900,2875,NA,UNKNOWN,500,37.77355,-122.447716
1495,2106068112,"[""37.775383"",""-122.448196""]",17 Ashbury St APT 2,94117,San Francisco,CA,2,1,867,1925,1211900,4125,NA,UNKNOWN,500,37.775383,-122.448196
1609,2139128889,"[""37.776912"",""-122.441238""]",620 Baker St APT 4,94117,San Francisco,CA,1,1,NA,UNKNOWN,1211900,6500,NA,UNKNOWN,"500""zpid""",37.776912,-122.441238
1625,2113369697,"[""37.774904"",""-122.441115""]",430 Baker St APT 2,94117,San Francisco,CA,0,1,580,UNKNOWN,1211900,3400,NA,UNKNOWN,500,37.774904,-122.441115
1641,2122692337,"[""37.774035"",""-122.440951""]",340 Baker St APT 6,94117,San Francisco,CA,1,1,NA,UNKNOWN,1211900,2895,NA,UNKNOWN,500,37.774035,-122.440951
1650,2139128888,"[""37.776913"",""-122.44124""]",620 Baker St APT 5,94117,San Francisco,CA,2,2,NA,UNKNOWN,1211900,6118,NA,UNKNOWN,"500""zpid""",37.776913,-122.44124
1657,89237992,"[""37.776302"",""-122.44107""]",590 Baker St # 3,94117,San Francisco,CA,UNKNOWN,1,1079,1980,1211900,4100,NA,358488,500,37.776302,-122.44107
1660,2115288652,"[""37.774904"",""-122.441115""]",430 Baker St APT 3,94117,San Francisco,CA,0,1,600,UNKNOWN,1211900,3500,NA,UNKNOWN,500,37.774904,-122.441115
1661,2124418558,"[""37.774035"",""-122.440951""]",340 Baker St APT 3,94117,San Francisco,CA,1,1,NA,UNKNOWN,1211900,2895,NA,UNKNOWN,500,37.774035,-122.440951
1663,2139128885,"[""37.776913"",""-122.44124""]",620 Baker St APT 3,94117,San Francisco,CA,2,2,NA,UNKNOWN,1211900,6118,NA,UNKNOWN,"500""zpid""",37.776913,-122.44124
1808,2139128889,"[""37.776912"",""-122.441238""]",620 Baker St APT 4,94117,San Francisco,CA,1,1,NA,UNKNOWN,1211900,6500,NA,UNKNOWN,"500""zpid""",37.776912,-122.441238
1823,2113369697,"[""37.774904"",""-122.441115""]",430 Baker St APT 2,94117,San Francisco,CA,0,1,580,UNKNOWN,1211900,3400,NA,UNKNOWN,500,37.774904,-122.441115
1911,2117054497,"[""37.775382"",""-122.448196""]",17 Ashbury St APT 6,94117,San Francisco,CA,2,1,922,1925,1211900,4200,NA,UNKNOWN,500,37.775382,-122.448196
1913,15086244,"[""37.773164"",""-122.44788""]",241 Ashbury St # 3,94117,San Francisco,CA,UNKNOWN,3,5400,1907,1211900,6600,NA,2131925,500,37.773164,-122.44788
1917,2115845857,"[""37.77355"",""-122.447716""]",215 Ashbury St APT 3,94117,San Francisco,CA,1,1,NA,UNKNOWN,1211900,2875,NA,UNKNOWN,500,37.77355,-122.447716
1924,2106068112,"[""37.775383"",""-122.448196""]",17 Ashbury St APT 2,94117,San Francisco,CA,2,1,867,1925,1211900,4125,NA,UNKNOWN,500,37.775383,-122.448196
1984,2122692337,"[""37.774035"",""-122.440951""]",340 Baker St APT 6,94117,San Francisco,CA,1,1,NA,UNKNOWN,1211900,2895,NA,UNKNOWN,500,37.774035,-122.440951
2240,116156131,"[""37.775233"",""-122.449369""]",8 Clayton St,94117,San Francisco,CA,2,2,1513,1916,1211900,5700,NA,1159858,"500""zpid""",37.775233,-122.449369
2266,116156131,"[""37.775233"",""-122.449369""]",8 Clayton St,94117,San Francisco,CA,2,2,1513,1916,1211900,5700,NA,1159858,"500""zpid""",37.775233,-122.449369
2368,2139128888,"[""37.776913"",""-122.44124""]",620 Baker St APT 5,94117,San Francisco,CA,2,2,NA,UNKNOWN,1211900,6118,NA,UNKNOWN,"500""zpid""",37.776913,-122.44124
2385,89237992,"[""37.776302"",""-122.44107""]",590 Baker St # 3,94117,San Francisco,CA,UNKNOWN,1,1079,1980,1211900,4100,NA,358488,500,37.776302,-122.44107
2388,2115288652,"[""37.774904"",""-122.441115""]",430 Baker St APT 3,94117,San Francisco,CA,0,1,600,UNKNOWN,1211900,3500,NA,UNKNOWN,500,37.774904,-122.441115
2389,2124418558,"[""37.774035"",""-122.440951""]",340 Baker St APT 3,94117,San Francisco,CA,1,1,NA,UNKNOWN,1211900,2895,NA,UNKNOWN,500,37.774035,-122.440951
2391,2139128885,"[""37.776913"",""-122.44124""]",620 Baker St APT 3,94117,San Francisco,CA,2,2,NA,UNKNOWN,1211900,6118,NA,UNKNOWN,"500""zpid""",37.776913,-122.44124
2405,2139128888,"[""37.776913"",""-122.44124""]",620 Baker St APT 5,94117,San Francisco,CA,2,2,NA,UNKNOWN,1211900,6118,NA,UNKNOWN,"500""zpid""",37.776913,-122.44124
2412,2139128889,"[""37.776912"",""-122.441238""]",620 Baker St APT 4,94117,San Francisco,CA,1,1,NA,UNKNOWN,1211900,6500,NA,UNKNOWN,"500""zpid""",37.776912,-122.441238
2416,89237992,"[""37.776302"",""-122.44107""]",590 Baker St # 3,94117,San Francisco,CA,UNKNOWN,1,1079,1980,1211900,4100,NA,358488,500,37.776302,-122.44107
2419,2115288652,"[""37.774904"",""-122.441115""]",430 Baker St APT 3,94117,San Francisco,CA,0,1,600,UNKNOWN,1211900,3500,NA,UNKNOWN,500,37.774904,-122.441115
2420,2124418558,"[""37.774035"",""-122.440951""]",340 Baker St APT 3,94117,San Francisco,CA,1,1,NA,UNKNOWN,1211900,2895,NA,UNKNOWN,500,37.774035,-122.440951
2422,2139128885,"[""37.776913"",""-122.44124""]",620 Baker St APT 3,94117,San Francisco,CA,2,2,NA,UNKNOWN,1211900,6118,NA,UNKNOWN,"500""zpid""",37.776913,-122.44124
2483,2122692337,"[""37.774035"",""-122.440951""]",340 Baker St APT 6,94117,San Francisco,CA,1,1,NA,UNKNOWN,1211900,2895,NA,UNKNOWN,500,37.774035,-122.440951
2508,2113369697,"[""37.774904"",""-122.441115""]",430 Baker St APT 2,94117,San Francisco,CA,0,1,580,UNKNOWN,1211900,3400,NA,UNKNOWN,500,37.774904,-122.441115
1067,2114575688,"[""37.742417"",""-122.422179""]",6 30th St,94110,San Francisco,CA,9,3,2800,1908,1214400,5500,NA,UNKNOWN,"500""zpid""",37.742417,-122.422179
1084,2119819906,"[""37.743986"",""-122.422453""]",96 29th St APT 3,94110,San Francisco,CA,2,1,NA,UNKNOWN,1214400,3750,NA,UNKNOWN,"500""zpid""",37.743986,-122.422453
1132,2098894945,"[""37.747082"",""-122.421597""]",7 27th St,94110,San Francisco,CA,2,1,NA,UNKNOWN,1214400,UNKNOWN,NA,UNKNOWN,"500""zpid""",37.747082,-122.421597
1294,61325452,"[""37.733174"",""-122.414551""]",400 Alemany Blvd APT 6,94110,San Francisco,CA,2,1.5,866,2003,1214400,3595,NA,323280,"500""zpid""",37.733174,-122.414551
1310,61195158,"[""37.733085"",""-122.414555""]",400 Alemany Blvd APT 1,94110,San Francisco,CA,2,1,868,UNKNOWN,1214400,3500,NA,250822,"500""zpid""",37.733085,-122.414555
1312,61288491,"[""37.733085"",""-122.414555""]",400 Alemany Blvd APT 3,94110,San Francisco,CA,2,1.5,866,2003,1214400,3500,NA,293108,500,37.733085,-122.414555
1313,2122855931,"[""37.734031"",""-122.412757""]",334 Alemany Blvd APT 3,94110,San Francisco,CA,1,1,NA,1964,1214400,3350,NA,UNKNOWN,"500""zpid""",37.734031,-122.412757
1314,61325451,"[""37.733085"",""-122.414555""]",400 Alemany Blvd APT 4,94110,San Francisco,CA,2,1,866,2003,1214400,3500,NA,440064,500,37.733085,-122.414555
1315,2103520014,"[""37.734031"",""-122.412757""]",334 Alemany Blvd APT 4,94110,San Francisco,CA,1,1,NA,1964,1214400,3350,NA,UNKNOWN,"500""zpid""",37.734031,-122.412757
1330,61288490,"[""37.733085"",""-122.414555""]",400 Alemany Blvd APT 2,94110,San Francisco,CA,2,UNKNOWN,868,2003,1214400,3500,NA,233056,"500""zpid""",37.733085,-122.414555
1358,61325453,"[""37.733085"",""-122.414555""]",400 Alemany Blvd APT 8,94110,San Francisco,CA,2,2,866,2003,1214400,3695,NA,450000,"500""zpid""",37.733085,-122.414555
1361,60964661,"[""37.733085"",""-122.414555""]",400 Alemany Blvd APT 7,94110,San Francisco,CA,2,1.5,866,2003,1214400,3500,NA,445952,"500""zpid""",37.733085,-122.414555
1383,61262073,"[""37.733085"",""-122.414555""]",400 Alemany Blvd APT 5,94110,San Francisco,CA,2,1.5,866,2003,1214400,3550,NA,377392,"500""zpid""",37.733085,-122.414555
1384,61288492,"[""37.733174"",""-122.414551""]",400 Alemany Blvd APT 9,94110,San Francisco,CA,2,1.5,1048,2003,1214400,3800,NA,276950,"500""zpid""",37.733174,-122.414551
1394,15164424,"[""37.735031"",""-122.422294""]",2 Agnon Ave,94112,San Francisco,CA,2,1,1270,1942,1214400,4400,NA,887245,"500""zpid""",37.735031,-122.422294
1395,15164465,"[""37.735019"",""-122.421959""]",1 Agnon Ave,94112,San Francisco,CA,UNKNOWN,1,1138,1941,1214400,3995,NA,62234,"500""zpid""",37.735019,-122.421959
1779,15160027,"[""37.74561"",""-122.416287""]",7 Aztec St,94110,San Francisco,CA,2,3,2313,1900,1214400,8676,NA,496844,"500""zpid""",37.74561,-122.416287
1780,15160026,"[""37.745619"",""-122.416158""]",9 Aztec St,94110,San Francisco,CA,1,1,1210,1907,1214400,5000,NA,232620,"500""zpid""",37.745619,-122.416158
1781,15160053,"[""37.745374"",""-122.416086""]",2 Aztec St,94110,San Francisco,CA,3,2,1200,1948,1214400,5050,NA,1004215,"500""zpid""",37.745374,-122.416086
1888,15160029,"[""37.745597"",""-122.416502""]",1 Aztec St,94110,San Francisco,CA,2,1,1065,1914,1214400,5000,NA,923910,"500""zpid""",37.745597,-122.416502
1986,15160028,"[""37.745601"",""-122.416416""]",3 Aztec St,94110,San Francisco,CA,2,1,890,1900,1214400,4600,NA,204051,"500""zpid""",37.745601,-122.416416
2268,2108447369,"[""37.734828"",""-122.427665""]",8 College Ave,94112,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1214400,4000,NA,UNKNOWN,"500""zpid""",37.734828,-122.427665
2306,15161064,"[""37.745122"",""-122.416402""]",6 Elsie St,94110,San Francisco,CA,3,2,959,1910,1214400,4950,NA,443621,"500""zpid""",37.745122,-122.416402
2307,15161171,"[""37.74503"",""-122.416039""]",3 Elsie St,94110,San Francisco,CA,3,2,1567,1950,1214400,4950,NA,414313,"500""zpid""",37.74503,-122.416039
648,2114136826,"[""37.801589"",""-122.404212""]",90 Alta St APT 4,94133,San Francisco,CA,1,1,NA,UNKNOWN,1215500,3069,NA,UNKNOWN,"500""zpid""",37.801589,-122.404212
649,2100325374,"[""37.80171"",""-122.4039""]",50 Alta St APT 3,94133,San Francisco,CA,1,1,NA,1955,1215500,3095,NA,UNKNOWN,500,37.80171,-122.4039
650,2104835113,"[""37.801719"",""-122.403831""]",40 Alta St APT 3,94133,San Francisco,CA,1,1,NA,UNKNOWN,1215500,3095,NA,UNKNOWN,500,37.801719,-122.403831
651,2110560018,"[""37.80158"",""-122.405086""]",110 Alta St # 3,94133,San Francisco,CA,1,1,NA,UNKNOWN,1215500,4800,NA,UNKNOWN,"500""zpid""",37.80158,-122.405086
652,125162199,"[""37.801532"",""-122.403251""]",9 Alta St # V,94133,SAN FRANCISCO,CA,UNKNOWN,UNKNOWN,NA,1900,1215500,UNKNOWN,NA,722349,"500""zpid""",37.801532,-122.403251
654,2126474904,"[""37.801651"",""-122.404228""]",80 Alta St APT 8,94133,San Francisco,CA,1,1,NA,UNKNOWN,1215500,3069,NA,UNKNOWN,"500""zpid""",37.801651,-122.404228
655,2103100325,"[""37.801718"",""-122.403839""]",40 Alta St APT 5,94133,San Francisco,CA,2,2,1200,1955,1215500,4995,NA,UNKNOWN,"500""zpid""",37.801718,-122.403839
690,2102631079,"[""37.80172"",""-122.4038""]",40 Alta St APT 1,94133,San Francisco,CA,1,1,NA,1955,1215500,3095,NA,UNKNOWN,500,37.80172,-122.4038
691,2124514172,"[""37.801589"",""-122.404212""]",90 Alta St APT 1,94133,San Francisco,CA,1,1,NA,UNKNOWN,1215500,3069,NA,UNKNOWN,"500""zpid""",37.801589,-122.404212
1299,125162199,"[""37.801532"",""-122.403251""]",9 Alta St # V,94133,SAN FRANCISCO,CA,UNKNOWN,UNKNOWN,NA,1900,1215500,UNKNOWN,NA,722349,"500""zpid""",37.801532,-122.403251
1300,2126474904,"[""37.801651"",""-122.404228""]",80 Alta St APT 8,94133,San Francisco,CA,1,1,NA,UNKNOWN,1215500,3095,NA,UNKNOWN,"500""zpid""",37.801651,-122.404228
1316,2102631079,"[""37.80172"",""-122.4038""]",40 Alta St APT 1,94133,San Francisco,CA,1,1,NA,1955,1215500,3135,NA,UNKNOWN,500,37.80172,-122.4038
1317,2124514172,"[""37.801589"",""-122.404212""]",90 Alta St APT 1,94133,San Francisco,CA,1,1,NA,UNKNOWN,1215500,3120,NA,UNKNOWN,"500""zpid""",37.801589,-122.404212
1318,2100325374,"[""37.80171"",""-122.4039""]",50 Alta St APT 3,94133,San Francisco,CA,1,1,NA,1955,1215500,3135,NA,UNKNOWN,500,37.80171,-122.4039
1319,2104835113,"[""37.801719"",""-122.403831""]",40 Alta St APT 3,94133,San Francisco,CA,1,1,NA,UNKNOWN,1215500,3135,NA,UNKNOWN,500,37.801719,-122.403831
1320,2110560018,"[""37.80158"",""-122.405086""]",110 Alta St # 3,94133,San Francisco,CA,1,1,NA,UNKNOWN,1215500,4300,NA,UNKNOWN,"500""zpid""",37.80158,-122.405086
1359,2103100325,"[""37.801718"",""-122.403839""]",40 Alta St APT 5,94133,San Francisco,CA,2,2,1200,1955,1215500,4895,NA,UNKNOWN,"500""zpid""",37.801718,-122.403839
1365,2114136826,"[""37.801589"",""-122.404212""]",90 Alta St APT 4,94133,San Francisco,CA,1,1,NA,UNKNOWN,1215500,3120,NA,UNKNOWN,"500""zpid""",37.801589,-122.404212
1366,2121439109,"[""37.80159"",""-122.404216""]",90 Alta St APT 2,94133,San Francisco,CA,1,1,NA,UNKNOWN,1215500,3120,NA,UNKNOWN,"500""zpid""",37.80159,-122.404216
2122,2117133593,"[""37.801657"",""-122.406809""]",449 Filbert St APT 6,94133,San Francisco,CA,1,1,NA,UNKNOWN,1215500,2995,NA,UNKNOWN,500,37.801657,-122.406809
2253,2115292894,"[""37.80257"",""-122.40427""]",40 Darrell Pl APT 2,94133,San Francisco,CA,1,1,980,1933,1215500,4499,NA,UNKNOWN,500,37.80257,-122.40427
2254,2123195012,"[""37.80239"",""-122.404295""]",52 Darrell Pl APT 2,94133,San Francisco,CA,1,1,NA,UNKNOWN,1215500,3150,NA,UNKNOWN,"500""zpid""",37.80239,-122.404295
2265,2115583446,"[""37.80239"",""-122.4043""]",52 Darrell Pl APT 1,94133,San Francisco,CA,1,1,NA,UNKNOWN,1215500,3150,NA,UNKNOWN,"500""zpid""",37.80239,-122.4043
1670,15065874,"[""37.799491"",""-122.411561""]",7 August Aly,94133,SAN FRANCISCO,CA,1,1,485,1906,1218900,3400,NA,274633,"500""zpid""",37.799491,-122.411561
1675,15065870,"[""37.799606"",""-122.411458""]",6 August Aly,94133,San Francisco,CA,4,2,1250,1906,1218900,5800,NA,1075839,"500""zpid""",37.799606,-122.411458
1831,15065870,"[""37.799606"",""-122.411458""]",6 August Aly,94133,San Francisco,CA,4,2,1250,1906,1218900,5800,NA,1075839,"500""zpid""",37.799606,-122.411458
1864,15065874,"[""37.799491"",""-122.411561""]",7 August Aly,94133,SAN FRANCISCO,CA,1,1,485,1906,1218900,3400,NA,274633,"500""zpid""",37.799491,-122.411561
2119,15065626,"[""37.800766"",""-122.411966""]",733 Filbert St APT 6,94133,San Francisco,CA,2,2,1208,1993,1218900,5500,NA,671386,500,37.800766,-122.411966
2210,15064469,"[""37.803379"",""-122.414178""]",950 Columbus Ave APT 3,94133,San Francisco,CA,2,2,1206,1984,1218900,5500,NA,344176,500,37.803379,-122.414178
2241,15064474,"[""37.803379"",""-122.414178""]",950 Columbus Ave APT 8,94133,San Francisco,CA,2,1,897,1984,1218900,4500,NA,522550,"500""zpid""",37.803379,-122.414178
2263,15064473,"[""37.803379"",""-122.414178""]",950 Columbus Ave APT 7,94133,San Francisco,CA,2,2,1220,1984,1218900,5500,NA,334431,"500""zpid""",37.803379,-122.414178
2425,15063449,"[""37.805646"",""-122.411069""]",225 Bay St # 6,94133,San Francisco,CA,UNKNOWN,1,500,1979,1218900,3400,NA,95521,500,37.805646,-122.411069
2427,15063450,"[""37.805645"",""-122.41108""]",225 Bay St # 7,94133,San Francisco,CA,UNKNOWN,2,850,1979,1218900,4495,NA,316323,"500""zpid""",37.805645,-122.41108
2432,15063448,"[""37.805645"",""-122.41108""]",225 Bay St # 5,94133,San Francisco,CA,2,2,850,1979,1218900,4500,NA,826344,500,37.805645,-122.41108
2525,15063452,"[""37.805645"",""-122.41108""]",225 Bay St # 9,94133,San Francisco,CA,UNKNOWN,2,1475,1979,1218900,5603,NA,435192,500,37.805645,-122.41108
2530,15063445,"[""37.805646"",""-122.411069""]",225 Bay St # 2,94133,San Francisco,CA,UNKNOWN,1,500,1979,1218900,3400,NA,193952,500,37.805646,-122.411069
2538,15063446,"[""37.805646"",""-122.411069""]",225 Bay St # 3,94133,San Francisco,CA,UNKNOWN,2,850,1979,1218900,4500,NA,212454,500,37.805646,-122.411069
1520,15134604,"[""37.740017"",""-122.446532""]",2 Arroyo Way,94127,San Francisco,CA,UNKNOWN,1,1349,1944,1227600,4250,NA,63583,"500""zpid""",37.740017,-122.446532
2023,15134604,"[""37.740017"",""-122.446532""]",2 Arroyo Way,94127,San Francisco,CA,UNKNOWN,1,1349,1944,1227600,4250,NA,63583,"500""zpid""",37.740017,-122.446532
2047,15134753,"[""37.742757"",""-122.452927""]",1 Chaves Ave,94127,San Francisco,CA,4,3,2403,1928,1227600,5700,NA,697198,"500""zpid""",37.742757,-122.452927
28,15150533,"[""37.759533"",""-122.400651""]",1919 20th St APT 5,94107,San Francisco,CA,1,1,754,1963,1264000,3600,NA,485524,500,37.759533,-122.400651
53,79844626,"[""37.762561"",""-122.394153""]",1125 18th St APT 2,94107,San Francisco,CA,1,1,559,1914,1264000,3500,NA,312857,500,37.762561,-122.394153
73,80747255,"[""37.766197"",""-122.39656""]",999 16th St APT 3,94107,San Francisco,CA,UNKNOWN,UNKNOWN,1760,1998,1264000,4900,NA,910446,500,37.766197,-122.39656
119,59779948,"[""37.765014"",""-122.394343""]",1025 17th St APT 9,94107,San Francisco,CA,UNKNOWN,2,1234,1999,1264000,4500,NA,661280,"500""zpid""",37.765014,-122.394343
122,59779946,"[""37.765014"",""-122.394343""]",1025 17th St APT 7,94107,San Francisco,CA,1,1.5,836,1999,1264000,4000,NA,688484,500,37.765014,-122.394343
130,59779947,"[""37.765014"",""-122.394343""]",1025 17th St APT 8,94107,San Francisco,CA,1,2,829,1999,1264000,4000,NA,600767,500,37.765014,-122.394343
141,2124792605,"[""37.761947"",""-122.404899""]",2245 18th St APT 4,94107,San Francisco,CA,2,1,1028,1956,1264000,4500,NA,UNKNOWN,500,37.761947,-122.404899
153,15150532,"[""37.759533"",""-122.400651""]",1919 20th St APT 4,94107,San Francisco,CA,1,1,646,1963,1264000,3500,NA,594272,500,37.759533,-122.400651
189,59779945,"[""37.765014"",""-122.394343""]",1025 17th St APT 6,94107,San Francisco,CA,1,1.5,829,1999,1264000,4000,NA,535936,500,37.765014,-122.394343
202,64966837,"[""37.759533"",""-122.400651""]",1919 20th St APT 2,94107,San Francisco,CA,1,1,646,1963,1264000,3800,NA,662918,500,37.759533,-122.400651
209,2100162558,"[""37.75953"",""-122.4024""]",2105 20th St APT 2,94107,San Francisco,CA,4,2,1100,UNKNOWN,1264000,UNKNOWN,NA,UNKNOWN,500,37.75953,-122.4024
211,2107146052,"[""37.760002"",""-122.394615""]",1301 20th St APT 2,94107,San Francisco,CA,1,1,700,1927,1264000,4400,NA,UNKNOWN,500,37.760002,-122.394615
216,15150531,"[""37.759533"",""-122.400651""]",1919 20th St APT 3,94107,San Francisco,CA,UNKNOWN,UNKNOWN,754,1963,1264000,3995,NA,191058,500,37.759533,-122.400651
226,2100167287,"[""37.75953"",""-122.4024""]",2105 20th St APT 3,94107,San Francisco,CA,2,1.5,1100,UNKNOWN,1264000,UNKNOWN,NA,UNKNOWN,500,37.75953,-122.4024
254,59779943,"[""37.765014"",""-122.394343""]",1025 17th St APT 4,94107,San Francisco,CA,1,2,678,1999,1264000,3700,NA,496197,500,37.765014,-122.394343
267,59779940,"[""37.765014"",""-122.39434""]",1025 17th St APT 1,94107,San Francisco,CA,UNKNOWN,2,852,1999,1264000,4250,NA,659494,500,37.765014,-122.39434
274,80738211,"[""37.766197"",""-122.39656""]",999 16th St APT 6,94107,San Francisco,CA,1,1.5,1100,1998,1264000,3975,NA,633674,500,37.766197,-122.39656
299,79846541,"[""37.762561"",""-122.394157""]",1125 18th St APT 3,94107,San Francisco,CA,3,2,1114,1914,1264000,4800,NA,830613,500,37.762561,-122.394157
305,2124792601,"[""37.761947"",""-122.404899""]",2245 18th St APT 3,94107,San Francisco,CA,2,1,1028,1956,1264000,4500,NA,UNKNOWN,500,37.761947,-122.404899
320,80734874,"[""37.766197"",""-122.39656""]",999 16th St APT 7,94107,San Francisco,CA,2,2.5,1760,1998,1264000,4800,NA,644704,"500""zpid""",37.766197,-122.39656
327,64969372,"[""37.75737"",""-122.4016""]",2036 22nd St # 3,94107,San Francisco,CA,1,1,584,1906,1264000,3695,NA,189704,500,37.75737,-122.4016
366,80746000,"[""37.766197"",""-122.39656""]",999 16th St APT 5,94107,San Francisco,CA,UNKNOWN,UNKNOWN,1760,1998,1264000,4899,NA,863586,500,37.766197,-122.39656
374,80733647,"[""37.766195"",""-122.39656""]",999 16th St APT 1,94107,San Francisco,CA,2,3,1481,1998,1264000,4950,NA,998000,500,37.766195,-122.39656
419,59779944,"[""37.765014"",""-122.394343""]",1025 17th St APT 5,94107,San Francisco,CA,1,2,850,1999,1264000,4000,NA,567846,500,37.765014,-122.394343
436,80745597,"[""37.766197"",""-122.396559""]",999 16th St APT 2,94107,San Francisco,CA,UNKNOWN,UNKNOWN,1123,1998,1264000,4395,NA,671224,500,37.766197,-122.396559
466,15150530,"[""37.759533"",""-122.400651""]",1919 20th St APT 1,94107,San Francisco,CA,1,1,760,1963,1264000,3595,NA,614692,500,37.759533,-122.400651
475,2100162567,"[""37.75953"",""-122.4024""]",2105 20th St APT 1,94107,San Francisco,CA,2,3,1400,UNKNOWN,1264000,UNKNOWN,NA,UNKNOWN,500,37.75953,-122.4024
508,59779941,"[""37.765014"",""-122.394343""]",1025 17th St APT 2,94107,San Francisco,CA,1,1.5,842,1999,1264000,3900,NA,514456,500,37.765014,-122.394343
517,53734655,"[""37.759533"",""-122.400651""]",1919 20th St APT 6,94107,San Francisco,CA,UNKNOWN,UNKNOWN,646,1963,1264000,3900,NA,428978,500,37.759533,-122.400651
541,80736026,"[""37.766197"",""-122.39656""]",999 16th St APT 4,94107,San Francisco,CA,2,2,1457,1998,1264000,4495,NA,730211,500,37.766197,-122.39656
553,80749846,"[""37.766197"",""-122.39656""]",999 16th St APT 8,94107,San Francisco,CA,1,1.5,1082,1998,1264000,3950,NA,450015,"500""zpid""",37.766197,-122.39656
