,zpid,latlon,street,zipcode,city,state,bedrooms,bathrooms,finishedSqFt,yearBuilt,price,rent,tax.year,tax,hoa,lat,lon
1340,69820071,"[""37.764453"",""-122.412673""]",380 Alabama St APT 4,94110,San Francisco,CA,UNKNOWN,UNKNOWN,1266,2005,1167700,4300,NA,147292,500,37.764453,-122.412673
1341,2127948409,"[""37.764808"",""-122.412704""]",350 Alabama St APT 4,94110,San Francisco,CA,1,1.5,1,UNKNOWN,1167700,3657,NA,UNKNOWN,"500""zpid""",37.764808,-122.412704
1342,15151280,"[""37.754925"",""-122.41091""]",1063 Alabama St # 2,94110,San Francisco,CA,2,1,904,1900,1167700,4200,NA,729284,500,37.754925,-122.41091
1343,64969457,"[""37.765164"",""-122.41275""]",320 Alabama St APT 2,94110,San Francisco,CA,3,2.5,2150,UNKNOWN,1167700,6400,NA,1298704,500,37.765164,-122.41275
1344,64972805,"[""37.76481"",""-122.41271""]",350 Alabama St APT 2,94110,San Francisco,CA,1,1,1124,2003,1167700,4195,NA,778702,500,37.76481,-122.41271
1345,69820069,"[""37.764453"",""-122.412673""]",380 Alabama St APT 2,94110,San Francisco,CA,UNKNOWN,UNKNOWN,2375,2005,1167700,5500,NA,277458,"500""zpid""",37.764453,-122.412673
1346,60545355,"[""37.765164"",""-122.41275""]",320 Alabama St APT 8,94110,San Francisco,CA,1,1,991,2003,1167700,4000,NA,704926,500,37.765164,-122.41275
1347,64971641,"[""37.76481"",""-122.41271""]",350 Alabama St APT 8,94110,San Francisco,CA,3,3,2300,2003,1167700,5999,NA,915620,500,37.76481,-122.41271
1348,69820075,"[""37.764453"",""-122.412673""]",380 Alabama St APT 8,94110,San Francisco,CA,UNKNOWN,UNKNOWN,1001,2005,1167700,3995,NA,113434,"500""zpid""",37.764453,-122.412673
1349,61287366,"[""37.765164"",""-122.41275""]",320 Alabama St APT 1,94110,San Francisco,CA,3,3,2308,2003,1167700,5995,NA,855604,500,37.765164,-122.41275
1350,64972804,"[""37.76481"",""-122.41271""]",350 Alabama St APT 1,94110,San Francisco,CA,1,1,1150,2003,1167700,4395,NA,718656,500,37.76481,-122.41271
1351,69820068,"[""37.764453"",""-122.412673""]",380 Alabama St APT 1,94110,San Francisco,CA,1,1.5,1293,2005,1167700,4995,NA,275699,"500""zpid""",37.764453,-122.412673
1352,60543121,"[""37.765164"",""-122.41275""]",320 Alabama St APT 6,94110,San Francisco,CA,1,1,1315,2003,1167700,4399,NA,680220,500,37.765164,-122.41275
1353,64972809,"[""37.76481"",""-122.412704""]",350 Alabama St APT 6,94110,San Francisco,CA,1,2,936,2003,1167700,4000,NA,431729,500,37.76481,-122.412704
1354,69820073,"[""37.764453"",""-122.412673""]",380 Alabama St APT 6,94110,San Francisco,CA,1,1.5,1293,2005,1167700,4200,NA,151253,"500""zpid""",37.764453,-122.412673
1355,60543122,"[""37.765164"",""-122.41275""]",320 Alabama St APT 5,94110,San Francisco,CA,1,2,1315,2003,1167700,4500,NA,858482,500,37.765164,-122.41275
1356,64972808,"[""37.76481"",""-122.41271""]",350 Alabama St APT 5,94110,San Francisco,CA,1,2,1298,2003,1167700,4500,NA,847108,500,37.76481,-122.41271
1357,69820072,"[""37.764453"",""-122.412673""]",380 Alabama St APT 5,94110,San Francisco,CA,UNKNOWN,UNKNOWN,1299,2005,1167700,4300,NA,151253,"500""zpid""",37.764453,-122.412673
1362,2111353975,"[""37.763671"",""-122.423004""]",170 Albion St APT 2,94110,San Francisco,CA,0,1,NA,UNKNOWN,1167700,4500,NA,UNKNOWN,"500""zpid""",37.763671,-122.423004
1368,121336584,"[""37.754188"",""-122.422035""]",33 Alvarado St # 1,94110,San Francisco,CA,2,1,708,1978,1167700,3950,NA,194790,500,37.754188,-122.422035
1375,121337922,"[""37.754188"",""-122.422035""]",33 Alvarado St # 2,94110,San Francisco,CA,2,1,685,1978,1167700,3800,NA,194790,500,37.754188,-122.422035
1379,121338813,"[""37.754188"",""-122.422035""]",33 Alvarado St # 3,94110,San Francisco,CA,3,2,1608,1978,1167700,5700,NA,1080962,500,37.754188,-122.422035
1380,2117033977,"[""37.754188"",""-122.422035""]",33 Alvarado St # 3,94110,San Francisco,CA,3,2,NA,UNKNOWN,1167700,5500,NA,UNKNOWN,500,37.754188,-122.422035
1418,121336584,"[""37.754188"",""-122.422035""]",33 Alvarado St # 1,94110,San Francisco,CA,2,1,708,1978,1167700,3900,NA,194790,500,37.754188,-122.422035
1422,121338813,"[""37.754188"",""-122.422035""]",33 Alvarado St # 3,94110,San Francisco,CA,3,2,1608,1978,1167700,6200,NA,1080962,500,37.754188,-122.422035
1423,2117033977,"[""37.754188"",""-122.422035""]",33 Alvarado St # 3,94110,San Francisco,CA,3,2,NA,UNKNOWN,1167700,5500,NA,UNKNOWN,500,37.754188,-122.422035
1426,121337922,"[""37.754188"",""-122.422035""]",33 Alvarado St # 2,94110,San Francisco,CA,2,1,685,1978,1167700,3800,NA,194790,500,37.754188,-122.422035
1575,15180391,"[""37.751233"",""-122.419149""]",365 Bartlett St APT 4,94110,San Francisco,CA,2,2,1160,1980,1167700,4400,NA,288840,"500""zpid""",37.751233,-122.419149
1577,79841910,"[""37.756864"",""-122.419896""]",1 Bartlett St,94110,San Francisco,CA,1,1.5,778,1876,1167700,3975,NA,601098,"500""zpid""",37.756864,-122.419896
1580,15180389,"[""37.751233"",""-122.419149""]",365 Bartlett St APT 2,94110,San Francisco,CA,2,2,1160,1980,1167700,4400,NA,170673,500,37.751233,-122.419149
1581,59780039,"[""37.7516"",""-122.419806""]",316 Bartlett St # 2,94110,San Francisco,CA,UNKNOWN,UNKNOWN,1660,2001,1167700,5150,NA,471152,"500""zpid""",37.7516,-122.419806
1582,15180387,"[""37.751129"",""-122.41914""]",367 Bartlett St APT 3,94110,San Francisco,CA,UNKNOWN,6,4722,1980,1167700,7650,NA,849090,500,37.751129,-122.41914
1583,15180390,"[""37.751233"",""-122.419149""]",365 Bartlett St APT 3,94110,San Francisco,CA,1,1,1489,1980,1167700,4400,NA,565013,500,37.751233,-122.419149
1584,59780040,"[""37.7516"",""-122.419806""]",316 Bartlett St # 3,94110,San Francisco,CA,UNKNOWN,UNKNOWN,2020,2001,1167700,5825,NA,565973,500,37.7516,-122.419806
1585,63197264,"[""37.756548"",""-122.419706""]",25 Bartlett St # 3,94110,San Francisco,CA,3,2.5,2008,2003,1167700,6995,NA,1254120,"500""zpid""",37.756548,-122.419706
1782,15149232,"[""37.761664"",""-122.408437""]",600 Hampshire St # 1,94110,San Francisco,CA,UNKNOWN,1,1590,1904,1167700,5150,NA,317496,500,37.761664,-122.408437
1783,80750167,"[""37.76143"",""-122.407828""]",633 Hampshire St APT 1,94110,San Francisco,CA,1,1.5,1250,2001,1167700,4250,NA,561904,500,37.76143,-122.407828
1784,80756508,"[""37.763437"",""-122.408107""]",475 Hampshire St STE 1,94110,San Francisco,CA,2,2.5,1457,2001,1167700,5000,NA,693966,"500""zpid""",37.763437,-122.408107
1790,54854737,"[""37.757185"",""-122.41207""]",2501 Harrison St STE 4,94110,San Francisco,CA,UNKNOWN,UNKNOWN,1032,2001,1167700,4450,NA,583196,500,37.757185,-122.41207
1791,59700393,"[""37.762829"",""-122.41323""]",2130 Harrison St APT 4,94110,San Francisco,CA,1,2,1073,2001,1167700,4200,NA,778884,500,37.762829,-122.41323
1795,80756051,"[""37.762546"",""-122.41323""]",2170 Harrison St APT 4,94110,San Francisco,CA,1,1.5,1049,1997,1167700,4000,NA,748641,500,37.762546,-122.41323
1796,80756313,"[""37.758743"",""-122.41217""]",2407-2411 Harrison St #4,94110,SAN FRANCISCO,CA,1,1.5,917,2002,1167700,4000,NA,794462,500,37.758743,-122.41217
1798,2098282005,"[""37.758744"",""-122.412168""]",2407 Harrison St APT 4,94110,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1167700,UNKNOWN,NA,UNKNOWN,"500""zpid""",37.758744,-122.412168
1828,15143064,"[""37.766907"",""-122.425644""]",1 Hidalgo Ter,94103,San Francisco,CA,4,3,2873,1919,1167700,8654,NA,2331156,"500""zpid""",37.766907,-122.425644
1936,80756051,"[""37.762546"",""-122.41323""]",2170 Harrison St APT 4,94110,San Francisco,CA,1,1.5,1049,1997,1167700,4000,NA,748641,500,37.762546,-122.41323
1937,80756313,"[""37.758743"",""-122.41217""]",2407-2411 Harrison St #4,94110,SAN FRANCISCO,CA,1,1.5,917,2002,1167700,4000,NA,794462,500,37.758743,-122.41217
1938,59700393,"[""37.762829"",""-122.41323""]",2130 Harrison St APT 4,94110,San Francisco,CA,1,2,1073,2001,1167700,4200,NA,778884,500,37.762829,-122.41323
1940,2098282005,"[""37.758744"",""-122.412168""]",2407 Harrison St APT 4,94110,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1167700,UNKNOWN,NA,UNKNOWN,500,37.758744,-122.412168
1942,54854737,"[""37.757185"",""-122.41207""]",2501 Harrison St STE 4,94110,San Francisco,CA,UNKNOWN,UNKNOWN,1032,2001,1167700,4450,NA,583196,"500""zpid""",37.757185,-122.41207
2193,111928176,"[""37.7572"",""-122.410216""]",905 1/2 Florida St,94110,San Francisco,CA,UNKNOWN,1,968,1900,1167700,4200,NA,494075,"500""zpid""",37.7572,-122.410216
2280,122064364,"[""37.766119"",""-122.426642""]",200 Dolores St # 7,94103,San Francisco,CA,2,2,1019,2014,1167700,5900,NA,1336172,500,37.766119,-122.426642
2281,2101690926,"[""37.76664"",""-122.427""]",180 Dolores St APT 7,94103,San Francisco,CA,1,6,NA,1921,1167700,4000,NA,UNKNOWN,"500""zpid""",37.76664,-122.427
2283,59700457,"[""37.754091"",""-122.424958""]",959 Dolores St APT 3,94110,San Francisco,CA,2,1,900,1925,1167700,4250,NA,621070,500,37.754091,-122.424958
2284,63197216,"[""37.762788"",""-122.425865""]",409 Dolores St # 3,94110,San Francisco,CA,2,2,982,1995,1167700,4685,NA,166385,500,37.762788,-122.425865
2285,89237544,"[""37.752658"",""-122.424819""]",1049 Dolores St APT 3,94110,San Francisco,CA,1,1,766,1960,1167700,3900,NA,830000,500,37.752658,-122.424819
2286,122064044,"[""37.766119"",""-122.426642""]",200 Dolores St # 3,94103,San Francisco,CA,2,2.5,1441,2013,1167700,6600,NA,1478970,500,37.766119,-122.426642
2287,2097632544,"[""37.767701"",""-122.426288""]",107 Dolores St APT 3,94103,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1167700,UNKNOWN,NA,UNKNOWN,500,37.767701,-122.426288
2288,2097791125,"[""37.757818"",""-122.425337""]",735 Dolores St # 3,94110,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1167700,UNKNOWN,NA,UNKNOWN,500,37.757818,-122.425337
2289,2099069892,"[""37.7616"",""-122.4259""]",497 Dolores St APT 3,94110,San Francisco,CA,1,1,635,UNKNOWN,1167700,UNKNOWN,NA,UNKNOWN,500,37.7616,-122.4259
2291,2100124964,"[""37.76069"",""-122.4256""]",547 Dolores St APT 3,94110,San Francisco,CA,2,1,NA,UNKNOWN,1167700,UNKNOWN,NA,UNKNOWN,500,37.76069,-122.4256
2292,2111447144,"[""37.766868"",""-122.426246""]",161 Dolores St APT 3,94103,San Francisco,CA,1,1,680,1914,1167700,3600,NA,UNKNOWN,500,37.766868,-122.426246
2293,2111799748,"[""37.762855"",""-122.425872""]",405 Dolores St # 3,94110,San Francisco,CA,2,2,NA,1994,1167700,5500,NA,UNKNOWN,500,37.762855,-122.425872
2294,2121635588,"[""37.76286"",""-122.4266""]",400 Dolores St APT 3,94110,San Francisco,CA,0,1,NA,UNKNOWN,1167700,2549,NA,UNKNOWN,500,37.76286,-122.4266
2295,2139128855,"[""37.766463"",""-122.426808""]",198 Dolores St APT 3,94103,San Francisco,CA,1,1,NA,1962,1167700,5950,NA,UNKNOWN,500,37.766463,-122.426808
2296,15180811,"[""37.74892"",""-122.42446""]",1289 Dolores St # 3,94110,San Francisco,CA,3,2,1579,1981,1167700,5500,NA,291605,500,37.74892,-122.42446
2311,15142658,"[""37.76957"",""-122.42185""]",85 Duboce Ave # 4,94103,San Francisco,CA,2,1,1040,1980,1167700,3900,NA,156459,500,37.76957,-122.42185
2313,2128019391,"[""37.769451"",""-122.425399""]",249 Duboce Ave APT 4,94103,San Francisco,CA,UNKNOWN,1,NA,UNKNOWN,1167700,2450,NA,UNKNOWN,"500""zpid""",37.769451,-122.425399
2323,2101366871,"[""37.76249"",""-122.4247""]",36 Dorland St APT 3,94110,San Francisco,CA,1,1,NA,UNKNOWN,1167700,2995,NA,UNKNOWN,"500""zpid""",37.76249,-122.4247
2377,15180391,"[""37.751233"",""-122.419149""]",365 Bartlett St APT 4,94110,San Francisco,CA,2,2,1160,1980,1167700,4400,NA,288840,"500""zpid""",37.751233,-122.419149
2393,15180389,"[""37.751233"",""-122.419149""]",365 Bartlett St APT 2,94110,San Francisco,CA,2,2,1160,1980,1167700,4400,NA,170673,500,37.751233,-122.419149
2394,59780039,"[""37.7516"",""-122.419806""]",316 Bartlett St # 2,94110,San Francisco,CA,UNKNOWN,UNKNOWN,1660,2001,1167700,5150,NA,471152,"500""zpid""",37.7516,-122.419806
2512,79841910,"[""37.756864"",""-122.419896""]",1 Bartlett St,94110,San Francisco,CA,1,1.5,778,1876,1167700,3975,NA,601098,"500""zpid""",37.756864,-122.419896
2513,15180387,"[""37.751129"",""-122.41914""]",367 Bartlett St APT 3,94110,San Francisco,CA,UNKNOWN,6,4722,1980,1167700,7650,NA,849090,500,37.751129,-122.41914
2514,15180390,"[""37.751233"",""-122.419149""]",365 Bartlett St APT 3,94110,San Francisco,CA,1,1,1489,1980,1167700,4400,NA,565013,500,37.751233,-122.419149
2515,59780040,"[""37.7516"",""-122.419806""]",316 Bartlett St # 3,94110,San Francisco,CA,UNKNOWN,UNKNOWN,2020,2001,1167700,5825,NA,565973,500,37.7516,-122.419806
2516,63197264,"[""37.756548"",""-122.419706""]",25 Bartlett St # 3,94110,San Francisco,CA,3,2.5,2008,2003,1167700,6995,NA,1254120,"500""zpid""",37.756548,-122.419706
622,2115728174,"[""37.775062"",""-122.500823""]",717 40th Ave APT 4,94121,San Francisco,CA,1,1,NA,UNKNOWN,1187700,2891,NA,UNKNOWN,500,37.775062,-122.500823
647,15092799,"[""37.780503"",""-122.507728""]",2 Alta Mar Way,94121,San Francisco,CA,2,1,1495,1941,1187700,3995,NA,420717,"500""zpid""",37.780503,-122.507728
653,15092815,"[""37.780494"",""-122.508118""]",9 Alta Mar Way,94121,San Francisco,CA,3,2,1204,1946,1187700,4270,NA,217349,"500""zpid""",37.780494,-122.508118
672,2120640969,"[""37.777858"",""-122.494535""]",4300 Anza St APT 3,94121,San Francisco,CA,1,1,NA,UNKNOWN,1187700,3850,NA,UNKNOWN,"500""zpid""",37.777858,-122.494535
744,2098081762,"[""37.777835"",""-122.495036""]",4340 Anza St APT 6,94121,San Francisco,CA,0,1,600,UNKNOWN,1187700,UNKNOWN,NA,UNKNOWN,"500""zpid""",37.777835,-122.495036
805,15092731,"[""37.780311"",""-122.505477""]",437-439 44TH Ave #2,94121,SAN FRANCISCO,CA,7,4,3000,1979,1187700,5500,NA,932235,"500""zpid""",37.780311,-122.505477
944,79842493,"[""37.774562"",""-122.5083""]",731 47th Ave APT 4,94121,San Francisco,CA,UNKNOWN,1,1124,1929,1187700,3800,NA,628419,500,37.774562,-122.5083
945,2128393511,"[""37.772293"",""-122.50814""]",855 47th Ave APT 4,94121,San Francisco,CA,2,1,NA,UNKNOWN,1187700,3250,NA,UNKNOWN,"500""zpid""",37.772293,-122.50814
946,2105406103,"[""37.777538"",""-122.492973""]",600 33rd Ave APT 6,94121,San Francisco,CA,1,1,NA,UNKNOWN,1187700,2750,NA,UNKNOWN,"500""zpid""",37.777538,-122.492973
950,2121512876,"[""37.780212"",""-122.49475""]",477 34th Ave APT 1,94121,San Francisco,CA,1,1,700,UNKNOWN,1187700,3495,NA,UNKNOWN,"500""zpid""",37.780212,-122.49475
953,2100733848,"[""37.77715"",""-122.5015""]",600 41st Ave APT 7,94121,San Francisco,CA,2,1,NA,UNKNOWN,1187700,3250,NA,UNKNOWN,"500""zpid""",37.77715,-122.5015
972,53734403,"[""37.773111"",""-122.508085""]",807 47th Ave # 3,94121,San Francisco,CA,3,2,1314,UNKNOWN,1187700,4795,NA,650228,500,37.773111,-122.508085
973,61325187,"[""37.773195"",""-122.5081""]",801 47th Ave # 3,94121,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1187700,5000,NA,733400,500,37.773195,-122.5081
974,79847761,"[""37.774562"",""-122.5083""]",731 47th Ave APT 3,94121,San Francisco,CA,UNKNOWN,1,1125,1929,1187700,3850,NA,100809,500,37.774562,-122.5083
1094,2118456971,"[""37.777212"",""-122.494792""]",471 23rd Ave APT 3,94121,San Francisco,CA,2,1,NA,UNKNOWN,1187700,4500,NA,UNKNOWN,"500""zpid""",37.777212,-122.494792
1202,2128545864,"[""37.775405"",""-122.498294""]",708 38th Ave APT 4,94121,San Francisco,CA,1,1,NA,UNKNOWN,1187700,2891,NA,UNKNOWN,"500""zpid""",37.775405,-122.498294
1203,15093391,"[""37.778055"",""-122.497819""]",573 37th Ave # 3,94121,San Francisco,CA,7,5,3897,1987,1187700,5500,NA,730976,"500""zpid""",37.778055,-122.497819
1204,2101803659,"[""37.77995"",""-122.499""]",485 38th Ave APT 5,94121,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1187700,3100,NA,UNKNOWN,"500""zpid""",37.77995,-122.499
1205,2098082041,"[""37.775874"",""-122.498591""]",695 38th Ave APT 3,94121,San Francisco,CA,1,1,890,1964,1187700,UNKNOWN,NA,UNKNOWN,500,37.775874,-122.498591
1207,2115843141,"[""37.779254"",""-122.496322""]",500 36th Ave APT 3,94121,San Francisco,CA,2,2,NA,UNKNOWN,1187700,4000,NA,UNKNOWN,"500""zpid""",37.779254,-122.496322
1208,2102739301,"[""37.77251"",""-122.496308""]",875 36th Ave # 1,94121,San Francisco,CA,2,1,1300,UNKNOWN,1187700,UNKNOWN,NA,UNKNOWN,"500""zpid""",37.77251,-122.496308
1209,2101767201,"[""37.77588"",""-122.4986""]",695 38th Ave APT 2,94121,San Francisco,CA,1,1,750,1964,1187700,3400,NA,UNKNOWN,"500""zpid""",37.77588,-122.4986
1211,2123106552,"[""37.774494"",""-122.495407""]",771 35th Ave APT 5,94121,San Francisco,CA,3,1.5,2000,UNKNOWN,1187700,5390,NA,UNKNOWN,"500""zpid""",37.774494,-122.495407
1212,15092347,"[""37.779965"",""-122.49419""]",490 34th Ave # 9,94121,San Francisco,CA,1,2,1258,1979,1187700,3895,NA,311551,"500""zpid""",37.779965,-122.49419
1213,15092345,"[""37.779965"",""-122.49419""]",490 34th Ave # 7,94121,San Francisco,CA,2,2,1344,1979,1187700,3995,NA,560356,"500""zpid""",37.779965,-122.49419
1214,15092341,"[""37.779965"",""-122.49419""]",490 34th Ave # 3,94121,San Francisco,CA,2,2,1258,1979,1187700,3799,NA,517480,"500""zpid""",37.779965,-122.49419
1215,15092346,"[""37.779964"",""-122.494182""]",490 34th Ave # 8,94121,San Francisco,CA,2,2,1194,1979,1187700,4000,NA,712334,"500""zpid""",37.779964,-122.494182
1216,15092344,"[""37.779965"",""-122.49419""]",490 34th Ave # 6,94121,San Francisco,CA,2,2,1258,1979,1187700,3800,NA,566382,"500""zpid""",37.779965,-122.49419
1217,2098996348,"[""37.781071"",""-122.494812""]",423 34th Ave APT 4,94121,San Francisco,CA,2,1,900,1970,1187700,UNKNOWN,NA,UNKNOWN,"500""zpid""",37.781071,-122.494812
1219,2101397479,"[""37.7746"",""-122.504""]",745 43rd Ave APT 9,94121,San Francisco,CA,0,1,500,1927,1187700,2790,NA,UNKNOWN,"500""zpid""",37.7746,-122.504
1220,15093564,"[""37.778592"",""-122.493557""]",555 33rd Ave # 1,94121,San Francisco,CA,5,3,2180,1914,1187700,5800,NA,881164,500,37.778592,-122.493557
1221,64971477,"[""37.781217"",""-122.493106""]",420 33rd Ave # 1,94121,San Francisco,CA,4,3.5,2429,2003,1187700,5800,NA,1019980,500,37.781217,-122.493106
1223,2124620059,"[""37.777542"",""-122.492973""]",600 33rd Ave APT 1,94121,San Francisco,CA,1,1,NA,UNKNOWN,1187700,2900,NA,UNKNOWN,"500""zpid""",37.777542,-122.492973
1224,59779514,"[""37.780885"",""-122.49588""]",431 35th Ave # 2,94121,San Francisco,CA,4,3,2051,2001,1187700,6002,NA,540633,500,37.780885,-122.49588
1225,2107185354,"[""37.776447"",""-122.494888""]",666 35th Ave # 2,94121,San Francisco,CA,3,2,1100,1922,1187700,4600,NA,UNKNOWN,500,37.776447,-122.494888
1226,2122209211,"[""37.774494"",""-122.495407""]",771 35th Ave APT 2,94121,San Francisco,CA,2,1,1000,UNKNOWN,1187700,3800,NA,UNKNOWN,"500""zpid""",37.774494,-122.495407
1227,59779513,"[""37.780885"",""-122.495876""]",431 35th Ave # 1,94121,San Francisco,CA,3,2,1338,2001,1187700,4500,NA,357125,500,37.780885,-122.495876
1228,2107158685,"[""37.776447"",""-122.494888""]",666 35th Ave # 1,94121,San Francisco,CA,3,2,1100,1922,1187700,4600,NA,UNKNOWN,"500""zpid""",37.776447,-122.494888
1229,15093163,"[""37.778892"",""-122.504167""]",501 43rd Ave APT 4,94121,San Francisco,CA,4,2,1605,1931,1187700,4450,NA,380227,"500""zpid""",37.778892,-122.504167
1230,2100302060,"[""37.7746"",""-122.504""]",745 43rd Ave APT 7,94121,San Francisco,CA,0,1,500,1927,1187700,UNKNOWN,NA,UNKNOWN,"500""zpid""",37.7746,-122.504
1231,15093162,"[""37.778892"",""-122.504167""]",501 43rd Ave APT 3,94121,San Francisco,CA,1,1,857,1931,1187700,3500,NA,542782,"500""zpid""",37.778892,-122.504167
1232,2100707468,"[""37.7746"",""-122.504""]",745 43rd Ave APT 8,94121,San Francisco,CA,0,1,500,1927,1187700,2790,NA,UNKNOWN,"500""zpid""",37.7746,-122.504
1233,15093160,"[""37.778892"",""-122.504167""]",501 43rd Ave APT 1,94121,San Francisco,CA,2,1,857,1931,1187700,3500,NA,264257,"500""zpid""",37.778892,-122.504167
1234,2101397479,"[""37.7746"",""-122.504""]",745 43rd Ave APT 9,94121,San Francisco,CA,0,1,500,1927,1187700,2790,NA,UNKNOWN,"500""zpid""",37.7746,-122.504
1236,2100733848,"[""37.77715"",""-122.5015""]",600 41st Ave APT 7,94121,San Francisco,CA,2,1,NA,UNKNOWN,1187700,3250,NA,UNKNOWN,"500""zpid""",37.77715,-122.5015
1237,2112315340,"[""37.77415"",""-122.501228""]",776 41st Ave APT 3,94121,San Francisco,CA,2,1,798,UNKNOWN,1187700,3400,NA,UNKNOWN,"500""zpid""",37.77415,-122.501228
1241,64972348,"[""37.77787"",""-122.502524""]",576 42nd Ave # 4,94121,San Francisco,CA,3,3,1825,2005,1187700,5500,NA,1086900,"500""zpid""",37.77787,-122.502524
1243,2125583958,"[""37.780378"",""-122.505507""]",435 44th Ave # 3,94121,San Francisco,CA,3,2,1450,1977,1187700,4500,NA,UNKNOWN,"500""zpid""",37.780378,-122.505507
1261,2115728174,"[""37.775062"",""-122.500823""]",717 40th Ave APT 4,94121,San Francisco,CA,1,1,NA,UNKNOWN,1187700,2891,NA,UNKNOWN,500,37.775062,-122.500823
1297,15092815,"[""37.780494"",""-122.508118""]",9 Alta Mar Way,94121,San Francisco,CA,3,2,1204,1946,1187700,4300,NA,217349,"500""zpid""",37.780494,-122.508118
1298,15092799,"[""37.780503"",""-122.507728""]",2 Alta Mar Way,94121,San Francisco,CA,2,1,1495,1941,1187700,3900,NA,420717,"500""zpid""",37.780503,-122.507728
1533,2120640969,"[""37.777858"",""-122.494535""]",4300 Anza St APT 3,94121,San Francisco,CA,1,1,NA,UNKNOWN,1187700,3800,NA,UNKNOWN,"500""zpid""",37.777858,-122.494535
